,type,bedrooms,bathrooms,nearest_station,address,price,postcode,size_imputed
0,flat,2,2,0.0,"Bramham Gardens, London SW5",4312,SW5,1058.3333333333333
1,terraced house,4,2,0.2,"Leigh Road, East Ham, London E6",2100,E6,1058.3333333333333
2,property,3,2,0.0,"Mostyn Road, London SW19",2350,SW19,1058.3333333333333
3,detached house,3,1,0.1,"Overdale Road, London W5",2102,W5,1058.3333333333333
4,flat,1,1,0.1,"The Filaments, Wandsworth, London SW18",1825,SW18,1058.3333333333333
5,flat,2,2,0.2,"Channelsea House, London E15",1800,E15,1058.3333333333333
6,flat,2,2,0.1,"Upper Richmond Road, London SW15",2300,SW15,1058.3333333333333
7,flat,1,1,0.3,"Overton Road, Sutton SM2",1025,SM2,1058.3333333333333
8,flat,1,1,0.1,"Kirk Rise, Sutton SM1",1000,SM1,1058.3333333333333
9,flat,2,1,0.1,"Marlins Close, Sutton SM1",1200,SM1,1058.3333333333333
10,flat,1,1,0.2,"Coney Burrows, London E4",995,E4,1058.3333333333333
11,end terrace house,2,1,0.3,"Wrotham Road, Ealing, London W13",1940,W13,1058.3333333333333
12,flat,1,1,0.1,"Great Dover Street, London SE1",1800,SE1,1058.3333333333333
13,terraced house,3,2,0.2,"Victory Road, London SW19",3200,SW19,1058.3333333333333
14,flat,2,1,0.1,"Elmers End Road, Beckenham BR3",1350,BR3,1058.3333333333333
15,property,4,4,0.1,"Elm Road, London E7",2500,E7,1058.3333333333333
16,detached house,3,1,0.1,"Sheen Road, Richmond TW9",2995,TW9,1058.3333333333333
17,flat,3,2,0.1,"Gilpin Avenue, East Sheen, London, UK SW14",1950,UK SW14,1058.3333333333333
18,flat,2,2,0.2,"Montrose Building, 4 Malthouse Road, London SW11",2750,SW11,1058.3333333333333
19,maisonette,3,2,0.2,"Madrid Road, Barnes, London SW13",3500,SW13,1058.3333333333333
20,end terrace house,5,2,0.1,"Listowel Road, Dagenham RM10",1900,RM10,1058.3333333333333
21,flat,2,1,0.1,"London, London W1G",3800,W1G,1058.3333333333333
22,semi-detached house,3,1,0.1,"Maycross Avenue, Morden SM4",2400,SM4,1058.3333333333333
23,semi-detached house,3,1,0.1,"St. James Avenue, Sutton SM1",1850,SM1,1058.3333333333333
24,flat,2,2,0.0,"Bramham Gardens, London SW5",4312,SW5,1058.3333333333333
25,terraced house,4,2,0.2,"Leigh Road, East Ham, London E6",2100,E6,1058.3333333333333
26,property,3,2,0.0,"Mostyn Road, London SW19",2350,SW19,1058.3333333333333
27,detached house,3,1,0.1,"Overdale Road, London W5",2102,W5,1058.3333333333333
28,flat,1,1,0.1,"The Filaments, Wandsworth, London SW18",1825,SW18,1058.3333333333333
29,flat,2,2,0.2,"Channelsea House, London E15",1800,E15,1058.3333333333333
30,flat,2,2,0.1,"Upper Richmond Road, London SW15",2300,SW15,1058.3333333333333
31,flat,1,1,0.3,"Overton Road, Sutton SM2",1025,SM2,1058.3333333333333
32,flat,1,1,0.1,"Kirk Rise, Sutton SM1",1000,SM1,1058.3333333333333
33,flat,2,1,0.1,"Marlins Close, Sutton SM1",1200,SM1,1058.3333333333333
34,flat,1,1,0.2,"Coney Burrows, London E4",995,E4,1058.3333333333333
35,end terrace house,2,1,0.3,"Wrotham Road, Ealing, London W13",1940,W13,1058.3333333333333
36,flat,1,1,0.1,"Great Dover Street, London SE1",1800,SE1,1058.3333333333333
37,terraced house,3,2,0.2,"Victory Road, London SW19",3200,SW19,1058.3333333333333
38,flat,2,1,0.1,"Elmers End Road, Beckenham BR3",1350,BR3,1058.3333333333333
39,property,4,4,0.1,"Elm Road, London E7",2500,E7,1058.3333333333333
40,detached house,3,1,0.1,"Sheen Road, Richmond TW9",2995,TW9,1058.3333333333333
41,flat,3,2,0.1,"Gilpin Avenue, East Sheen, London, UK SW14",1950,UK SW14,1058.3333333333333
42,flat,2,2,0.2,"Montrose Building, 4 Malthouse Road, London SW11",2750,SW11,1058.3333333333333
43,maisonette,3,2,0.2,"Madrid Road, Barnes, London SW13",3500,SW13,1058.3333333333333
44,end terrace house,5,2,0.1,"Listowel Road, Dagenham RM10",1900,RM10,1058.3333333333333
45,flat,2,1,0.1,"London, London W1G",3800,W1G,1058.3333333333333
46,semi-detached house,3,1,0.1,"Maycross Avenue, Morden SM4",2400,SM4,1058.3333333333333
47,semi-detached house,3,1,0.1,"St. James Avenue, Sutton SM1",1850,SM1,1058.3333333333333
48,bungalow,3,1,0.3,"Repton Road, Orpington BR6",2050,BR6,1058.3333333333333
49,flat,2,2,0.2,"Oval Road, London NW1",3445,NW1,1058.3333333333333
50,end terrace house,9,3,0.3,"Rays Avenue, Edmonton, London N18",4000,N18,1058.3333333333333
51,flat,2,2,0.3,"Charles Clowes Walk, London SW11",4983,SW11,1058.3333333333333
52,maisonette,4,2,0.2,"Levita House, Chalton Street NW1",4117,NW1,1058.3333333333333
53,detached house,6,4,0.2,"Wandle Manor, London Road, Wallington SM6",5000,SM6,1058.3333333333333
54,flat,2,1,0.1,"Oakley Close, Isleworth TW7",1450,TW7,581
55,flat,1,1,0.1,"Finchley Road, Temple Fortune NW11",1452,NW11,1058.3333333333333
56,terraced house,2,1,0.2,"Canonsleigh Road, Dagenham RM9",1350,RM9,1058.3333333333333
57,flat,2,1,0.0,"Euston Road, London NW1",3142,NW1,1058.3333333333333
58,terraced house,2,1,0.1,"Borland Road, London SE15",1850,SE15,1058.3333333333333
59,flat,2,1,0.2,"Aldrington Road, London SW16",1580,SW16,1058.3333333333333
60,flat,2,1,0.1,"Kenton Lane, Harrow HA3",1525,HA3,1058.3333333333333
61,flat,2,1,0.1,"Merton Road, Southfields SW18",1725,SW18,623
62,flat,2,1,0.1,"Finchley Road, Temple Fortune NW11",1712,NW11,1058.3333333333333
63,flat,1,1,0.1,"Streatham Common North, London SW16",1500,SW16,1058.3333333333333
64,,4,2,0.0,"Milligan Street, London E14",3500,E14,1058.3333333333333
65,flat,2,2,0.2,"Flat 1003, London SE18",2400,SE18,1058.3333333333333
66,flat,2,1,0.2,"Becontree Avenue, Becontree, Dagenham RM8",1300,RM8,1058.3333333333333
67,semi-detached house,3,1,0.1,"Ripple Road, Barking IG11",1900,IG11,1058.3333333333333
68,flat,2,1,0.1,"Wellesley Rd, Croydon CR0",1249,CR0,1058.3333333333333
69,flat,2,1,0.1,"Earlsfield Road, London SW18",1700,SW18,1058.3333333333333
70,maisonette,2,1,0.1,"Surbiton, Surrey KT6",1450,KT6,1058.3333333333333
71,flat,3,1,0.1,"Anselm Rd, Fulham SW6",1900,SW6,1058.3333333333333
72,flat,1,1,0.1,"Albemarle Road, Beckenham BR3",1100,BR3,1058.3333333333333
73,flat,1,1,0.1,"Great Slades, Potters Bar EN6",1000,EN6,1058.3333333333333
74,property,4,3,0.1,"Greyhound Road, London W6",3683,W6,1058.3333333333333
75,flat,1,1,0.1,"Woodhouse Road, London N12",1148,N12,1058.3333333333333
76,terraced house,3,2,0.1,"Ford Road, Dagenham RM9",1650,RM9,1058.3333333333333
77,flat,1,1,0.2,"The Paragon, London SE3",1675,SE3,1058.3333333333333
78,terraced house,4,1,0.2,"Marston Avenue, Dagenham RM10",1675,RM10,1058.3333333333333
79,maisonette,3,1,0.1,"East Barnet Road, East Barnet EN4",1600,EN4,1058.3333333333333
80,flat,1,1,0.2,"Vernon Road, Ilford IG3",950,IG3,1058.3333333333333
81,detached house,6,5,0.1,"Waggon Road, Hadley Wood EN4",24000,EN4,12000
82,flat,1,1,0.2,"Junction Road, London N19",1350,N19,1058.3333333333333
83,flat,2,2,0.1,"Merrick Road, Southall UB2",1660,UB2,1058.3333333333333
84,flat,1,1,0.1,"Merrick Road, Southall UB2",1442,UB2,1058.3333333333333
85,terraced house,2,1,0.1,"Garrick Drive, Thamesmead, London SE28",1400,SE28,1058.3333333333333
86,terraced house,3,1,0.2,"Horns Road, Ilford IG6",1750,IG6,1058.3333333333333
87,flat,2,1,0.0,"Roan Street, London SE10",1850,SE10,1058.3333333333333
88,flat,2,1,0.1,"Ravenscourt Park, London W6",3380,W6,676
89,flat,2,2,0.5,"Oxford Road, Denham, Uxbridge UB9",1300,UB9,1058.3333333333333
90,flat,2,1,0.1,"Earl's Court Square, London SW5",3250,SW5,1058.3333333333333
91,flat,2,2,0.3,"William Morris Way, London SW6",2383,SW6,1058.3333333333333
92,detached house,3,2,0.0,"Kaine Place, Croydon CR0",2400,CR0,1058.3333333333333
93,flat,3,1,0.1,"Bow, Bow E3",1980,Bow E3,1058.3333333333333
94,flat,2,1,0.3,"Gatliff Road, London SW1W",3000,SW1W,1058.3333333333333
95,flat,3,4,0.2,"Cashmere Wharf, London Dock, London E1W",7000,E1W,1058.3333333333333
96,flat,4,1,0.0,"Undine Street, Tooting SW17",2899,SW17,1058.3333333333333
97,flat,1,2,0.1,"The Tannery, 1 New Tannery Way, London SE1",2300,SE1,1058.3333333333333
98,terraced house,4,2,0.0,"Sheridan Road, London E12",1975,E12,1058.3333333333333
99,flat,2,1,0.1,"Merrick Road, Southall, Middlesex UB2",1660,UB2,868
100,semi-detached house,4,2,0.2,"Sandringham Gardens, North Finchley N12",3098,N12,1058.3333333333333
101,flat,4,4,0.1,"St John`S Wood, London NW8",8883,NW8,2135
102,flat,1,1,0.2,"Myrtle Road, London E6",1500,E6,614
103,flat,3,2,0.1,"Bayswater, London W2",6327,W2,944
104,flat,2,2,0.0,"East Acton Lane, London W3",2300,W3,776
105,flat,3,1,0.1,"Queensway, London W2",2350,W2,1170
106,flat,3,1,0.1,"Holloway Road, Holloway, London N7",2800,N7,1058.3333333333333
107,flat,2,2,0.1,"St. Matthews Court, Forge Lane, Northwood, Greater London HA6",1495,HA6,1058.3333333333333
108,flat,1,1,0.3,"Woodland Rise, London N10",1650,N10,1058.3333333333333
109,flat,1,1,0.1,"Ivy Point, St Andrews, Bromley-By-Bow E3",1560,E3,1058.3333333333333
110,flat,2,1,0.1,"Hornton Street, London W8",2825,W8,1058.3333333333333
111,detached house,4,2,0.5,"Mawney Road, Romford, Essex RM7",2100,RM7,1058.3333333333333
112,flat,3,3,0.1,"Monck Street, London SW1P",4658,SW1P,1058.3333333333333
113,flat,3,2,0.1,"Westmark Tower, 1 Newcastle Place, London W2",6250,W2,1221
114,detached house,3,2,0.8,"Glanville Way, Epsom KT19",2300,KT19,1058.3333333333333
115,property,3,1,0.1,"Abbotsbury Road, Morden SM4",1800,SM4,1058.3333333333333
116,end terrace house,3,1,0.3,"Ockley Road, Croydon CR0",1600,CR0,1058.3333333333333
117,flat,1,1,0.1,"Crompton House, Venice Court W2",2600,W2,1058.3333333333333
118,flat,1,1,0.2,"Clapton Passage, London E5",1899,E5,1058.3333333333333
119,bungalow,2,1,0.1,"Hamlet Gardens, Ravenscourt Park W6",3380,W6,1058.3333333333333
120,flat,3,1,0.1,"Listria Park, London N16",2200,N16,1058.3333333333333
121,flat,1,1,0.3,"Elm Park Road, London N21",997,N21,1058.3333333333333
122,flat,2,1,0.2,"Digby Crescent, London N4",1595,N4,1058.3333333333333
123,terraced house,3,1,0.2,"Ferney Road, East Barnet, London EN4",1850,EN4,1058.3333333333333
124,flat,2,1,0.1,"Sussex Way, London N7",1800,N7,1058.3333333333333
125,flat,2,2,0.1,"Chalkhill Road, Wembley HA9",1600,HA9,1058.3333333333333
126,flat,2,2,0.2,"Maxim Apartments, Wheeler Place, Bromley BR2",1500,BR2,1058.3333333333333
127,flat,3,2,0.1,"Umfreville Road, London N4",1850,N4,1058.3333333333333
128,flat,2,2,0.2,"Grand Canal Apartments, London N1",2730,N1,1058.3333333333333
129,terraced house,4,2,0.3,"Paul Gardens, Croydon CR0",2250,CR0,1058.3333333333333
130,semi-detached house,3,1,0.2,"Hillview Gardens, Harrow HA2",1950,HA2,1058.3333333333333
131,flat,1,1,0.1,"Bornedene, Potters Bar EN6",1150,EN6,1058.3333333333333
132,maisonette,3,1,0.1,"Samuel Street, Woolwich, London SE18",1375,SE18,1058.3333333333333
133,flat,2,1,0.2,"Harrow Road, Wembley HA0",1425,HA0,1058.3333333333333
134,semi-detached house,3,1,0.1,"Bellarmine Close, West Thamesmead, London SE28",1495,SE28,1058.3333333333333
135,flat,2,1,0.1,"Hurst Court, Southend Road, Beckenham BR3",1250,BR3,1058.3333333333333
136,terraced house,4,2,0.1,"Manor Road, Mitcham CR4",2200,CR4,1058.3333333333333
137,flat,1,1,0.3,"Middlefields, Croydon CR0",1050,CR0,1058.3333333333333
138,flat,2,2,0.0,"Brechin Place, South Kensington, London SW7",9100,SW7,1331
139,flat,1,1,0.0,"Hanover Steps, St. Georges Fields, London W2",1950,W2,1058.3333333333333
140,flat,2,1,0.2,"Tooting High Street, London SW17",1700,SW17,1058.3333333333333
141,flat,3,2,0.1,"Cromwell Road, Kingston Upon Thames KT2",2250,KT2,1058.3333333333333
142,flat,1,1,0.2,"Gowing House, 4 Drapers Yard, London SW18",1925,SW18,1058.3333333333333
143,flat,1,1,0.2,"Church Road, Richmond, Surrey TW10",1300,TW10,1058.3333333333333
144,flat,1,1,0.1,"Cromwell Road, Kingston Upon Thames KT2",1450,KT2,1058.3333333333333
145,terraced house,3,1,0.2,"Cherrywood Drive, London SW15",3000,SW15,1058.3333333333333
146,property,1,1,0.2,"John Gooch Drive, Enfield EN2",1050,EN2,1058.3333333333333
147,flat,3,2,0.4,"Hillbrow Road, Bromley BR1",2000,BR1,1058.3333333333333
148,flat,1,1,0.2,"The Crescent, Sidcup DA14",1100,DA14,1058.3333333333333
149,flat,3,1,0.1,"Caveside Close, Chislehurst BR7",1500,BR7,1058.3333333333333
150,flat,2,1,0.2,"3 Fairfield Road, Croydon CR0",1450,CR0,1058.3333333333333
151,flat,2,2,0.1,"Courtfield Gardens, London SW5",3467,SW5,1058.3333333333333
152,flat,1,1,0.1,"Dibden Street, Islington, London N1",1550,N1,1058.3333333333333
153,flat,1,1,0.1,"Leeland Terrace, London W13",1300,W13,1058.3333333333333
154,terraced house,2,2,0.1,"Flemming Avenue, Ruislip, Middlesex HA4",1500,HA4,1058.3333333333333
155,flat,1,1,0.1,"Pelham Court, 145 Fulham Road, Chelsea, London SW3",3575,SW3,1058.3333333333333
156,maisonette,1,1,0.2,"St. Gregory Close, Ruislip Manor, Ruislip HA4",1150,HA4,1058.3333333333333
157,flat,2,1,0.2,"The Avenue, Beckenham BR3",1400,BR3,1058.3333333333333
158,end terrace house,5,2,0.2,"Craven Garden, Barkingside IG6",2350,IG6,1058.3333333333333
159,flat,3,2,0.1,"Potier Street, London SE1",2275,SE1,1058.3333333333333
160,flat,3,2,0.3,"Schooner Road, London E16",2600,E16,1058.3333333333333
161,flat,3,3,0.1,"St Julians Road, London NW6",2900,NW6,1058.3333333333333
162,flat,2,2,0.2,"Boardwalk Place, London E14",2100,E14,1058.3333333333333
163,flat,1,1,0.2,"Elm Park Chambers, 275-277 Fulham Road, London SW10",2250,SW10,1058.3333333333333
164,property,5,6,0.2,"Wilton Place, London SW1X",28167,SW1X,1058.3333333333333
165,flat,3,3,0.0,"Gloucester Avenue, London NW1",5347,NW1,1058.3333333333333
166,flat,2,2,0.1,"Queen Mary Avenue, London E18",1700,E18,1058.3333333333333
167,maisonette,2,1,0.2,"Vancouver Road, London SE23",1700,SE23,1058.3333333333333
168,semi-detached house,4,2,0.1,"Mellowes Road, Hornchurch RM11",2150,RM11,1058.3333333333333
169,flat,1,1,0.1,"Liverpool Road, London N1",1950,N1,1058.3333333333333
170,flat,2,1,0.1,"Northolt Road, Harrow HA2",1500,HA2,1058.3333333333333
171,flat,1,1,0.1,"Newington Green Road, London N1",2600,N1,1058.3333333333333
172,flat,3,1,0.1,"Vertex Tower, London SE8",2350,SE8,1058.3333333333333
173,flat,1,1,0.2,"Branch Hill, London NW3",1550,NW3,1058.3333333333333
174,flat,2,1,0.2,"Grange Park Road, London E10",1420,E10,1058.3333333333333
175,flat,2,1,0.2,"Wellington Road, Enfield EN1",1400,EN1,1058.3333333333333
176,flat,1,1,0.1,"Haringey Park, London N8",1600,N8,1058.3333333333333
177,flat,2,1,0.1,"Carlton Vale, London NW6",2275,NW6,1058.3333333333333
178,flat,2,2,0.1,"Hill Street, London W1J",4117,W1J,1058.3333333333333
179,property,1,1,0.1,"Hill Street, London W1J",2925,W1J,1058.3333333333333
180,flat,3,2,0.2,"Woodstock Road, London NW11",2350,NW11,1058.3333333333333
181,flat,1,1,0.1,"Maxwell Road, Romford RM7",1050,RM7,1058.3333333333333
182,flat,2,1,0.5,"Wendover Court, Western Avenue, Acton W3",1500,W3,1058.3333333333333
183,semi-detached house,3,1,0.3,"Twyford Road, Harrow HA2",2100,HA2,1052
184,semi-detached house,4,2,0.0,"Bryony Road, London W12",3500,W12,1058.3333333333333
185,,1,2,0.1,"Battersea Power Station, Nine Elms, London SW8",5417,SW8,1058.3333333333333
186,flat,2,1,0.2,"Riffel Road, Willesden Green, London NW2",1950,NW2,819
187,flat,2,2,0.0,"Cadogan Square, Sloane Square, London SW1X",12134,SW1X,2260
188,terraced house,5,4,0.1,"Ovington Street, Chelsea, London SW3",17334,SW3,2476
189,flat,3,2,0.1,"Great Portland Street, Marylebone, London W1W",5634,W1W,1055
190,flat,1,1,0.2,"Oakmere Lane, Potters Bar EN6",1145,EN6,1058.3333333333333
191,property,4,2,0.1,"Elgar Avenue, Berrylands, Surbiton KT5",2750,KT5,1827
192,flat,2,1,0.2,"Sheepcote Road, Harrow HA1",1425,HA1,590
193,flat,3,2,0.1,"Tyssen Street, Hackney, London E8",2990,E8,1299
194,maisonette,1,1,0.2,"Chipstead Road, Coulsdon CR5",1279,CR5,1058.3333333333333
195,flat,2,1,0.1,"Chalton Street, Mornington Crescent, London NW1",2600,NW1,882
196,terraced house,3,1,0.3,"Ampleforth Road, London SE2",1500,SE2,1058.3333333333333
197,flat,3,3,0.1,"Argyll Road, London W8",3012,W8,1058.3333333333333
198,maisonette,1,1,0.2,"St. Donatts Road, London SE14",1600,SE14,1058.3333333333333
199,terraced house,3,2,0.1,"Hurley Road, Greenford UB6",1850,UB6,1058.3333333333333
200,flat,2,1,0.1,"Coniston Road, Muswell Hill, London N10",2098,N10,1058.3333333333333
201,flat,1,1,0.1,"3 Thomas Layton Way, Brentford TW8",1750,TW8,488
202,flat,2,2,0.1,"3 Thomas Layton Way, Brentford TW8",2250,TW8,704
203,semi-detached house,2,1,0.2,"The Square, Woodford Green IG8",1400,IG8,1058.3333333333333
204,flat,2,2,0.1,"Kirtling Street, London SW8",4117,SW8,1058.3333333333333
205,flat,2,2,0.2,"Embassy Gardens, Nine Elms SW11",3900,SW11,1058.3333333333333
206,flat,1,1,0.1,"Willowbrook House, London N4",2037,N4,1058.3333333333333
207,flat,3,3,0.1,"Gauging Square, London Dock, London E1W",6600,E1W,1058.3333333333333
208,flat,1,1,0.1,"Harewood Avenue, Marylebone, London NW1",1993,NW1,1058.3333333333333
209,flat,3,3,0.0,"Prince Regent Court, London NW8",8450,NW8,1874
210,flat,1,1,0.1,"Twickenham Road, Isleworth TW7",995,TW7,1058.3333333333333
211,flat,2,2,0.2,"Arosa Road, Twickenham TW1",2695,TW1,1058.3333333333333
212,flat,2,1,0.1,"Bonner Hill Road, Norbiton, Kingston Upon Thames KT1",1625,KT1,1058.3333333333333
213,flat,2,2,0.2,"Millbank Quarter, 9 Millbank, Horseferry Road, Westminster SW1P",6847,SW1P,1058.3333333333333
214,flat,1,1,0.3,"Scott Ellis Gardens, St Johns Wood, London NW8",1495,NW8,1058.3333333333333
215,flat,3,2,0.1,"Bowden House, Prince Of Wales Drive SW11",3900,SW11,1058.3333333333333
216,flat,1,1,0.3,"Union House, Beresford Ave, London HA0",1600,HA0,1058.3333333333333
217,flat,2,2,0.2,"Palgrave Gardens, Marylebone, London NW1",3575,NW1,1058.3333333333333
218,terraced house,3,1,0.1,"Felixstowe Road, Edmonton N9",1800,N9,1058.3333333333333
219,flat,1,1,0.1,"Rendel House, London E14",2253,E14,1058.3333333333333
220,flat,1,1,0.3,"Braham Court, Blagrove Road, Teddington TW11",1500,TW11,1058.3333333333333
221,flat,1,1,0.1,"Copers Cope Road, Beckenham BR3",1095,BR3,1058.3333333333333
222,flat,2,1,0.1,"Garden Road, Richmond TW9",1795,TW9,1058.3333333333333
223,flat,2,2,0.2,"Palgrave Gardens, Marylebone, London NW1",3293,NW1,1058.3333333333333
224,flat,1,1,0.2,"45 New Cross Road, London SE14",1620,SE14,732
225,flat,2,2,0.1,"Handley House, London W6",3120,W6,1058.3333333333333
226,semi-detached house,3,1,0.2,"Ownsted Hill, New Addington, Croydon CR0",1850,CR0,1058.3333333333333
227,flat,2,1,0.1,"Chopwell Close, Stratford, London E15",1695,E15,1058.3333333333333
228,flat,2,2,0.1,"Gloucester Place, Marylebone, London NW1",3250,NW1,1058.3333333333333
229,detached house,5,4,0.2,"Southwood Avenue, Kingston Upon Thames KT2",6000,KT2,1058.3333333333333
230,flat,1,1,0.1,"Muswell Road, Muswell Hill N10",1500,N10,1058.3333333333333
231,flat,2,2,0.2,"Tersha Street, Richmond TW9",2250,TW9,1058.3333333333333
232,flat,2,2,0.1,"Building 46, Marborough Road, Royal Arsenal SE18",2000,SE18,1042
233,flat,1,1,0.2,"Violet Close, Hackbridge, Surrey SM6",875,SM6,1058.3333333333333
234,flat,2,2,0.1,"Albert Street, Camden, London NW1",2383,NW1,1058.3333333333333
235,flat,1,1,0.4,"Capstan Ride, The Ridgeway, Enfield EN2",1050,EN2,1058.3333333333333
236,flat,1,1,0.2,"Gainsborough House, Redden Court Road, Essex RM3",1000,RM3,1058.3333333333333
237,flat,1,1,0.1,"Allsop Place, Marylebone, London NW1",2383,NW1,1058.3333333333333
238,flat,2,2,0.2,"George Street, Croydon CR0",2238,CR0,1058.3333333333333
239,flat,2,2,0.2,"George Street, Croydon CR0",2229,CR0,1058.3333333333333
240,flat,2,2,0.2,"George Street, Croydon CR0",2142,CR0,1058.3333333333333
241,semi-detached house,3,1,0.3,"Whalebone Road, Dagenham RM8",1650,RM8,1058.3333333333333
242,flat,1,1,0.2,"Hook Road, Surbiton KT6",1050,KT6,1058.3333333333333
243,flat,5,3,0.2,"Marmora Road, London SE22",4750,SE22,1058.3333333333333
244,flat,2,1,0.2,"Ardleigh Road, London N1",1950,N1,445
245,flat,2,1,0.2,"Shaftesbury Road, Stroud Green, London N19",1712,N19,1058.3333333333333
246,flat,2,2,0.1,"Marsh Road, Pinner HA5",1500,HA5,1058.3333333333333
247,terraced house,3,1,0.1,"The Broadway, Greenford, Greater London UB6",2050,UB6,1058.3333333333333
248,flat,3,2,0.2,"Newfoundland Place, Canary Wharf E14",6933,E14,1058.3333333333333
249,flat,1,1,0.1,"Camley Street, London N1C",3100,N1C,1058.3333333333333
250,flat,2,2,0.2,"Newfoundland Place, Canary Wharf E14",3445,E14,1058.3333333333333
251,flat,2,2,0.1,"Fulham Road, Fulham SW3",4983,SW3,1058.3333333333333
252,flat,1,1,0.2,"Newfoundland Place, Canary Wharf E14",2773,E14,1058.3333333333333
253,flat,1,1,0.2,"Newfoundland Place, Canary Wharf E14",2665,E14,1058.3333333333333
254,flat,2,2,0.1,"Arlington Road, Camden, London NW1",2340,NW1,1058.3333333333333
255,flat,3,2,0.3,"264 Finchley Road London, London NW3",6500,NW3,1058.3333333333333
256,flat,2,1,0.1,"Montem Road, London SE23",1750,SE23,1058.3333333333333
257,maisonette,2,1,0.1,"Balls Pond Road, London N1",1800,N1,1058.3333333333333
258,flat,2,1,0.2,"Kensington High Street, London W14",2145,W14,1058.3333333333333
259,flat,2,2,0.1,"Grenan Square, Greenford UB6",2350,UB6,1058.3333333333333
260,flat,1,1,0.1,"Grenan Square, Greenford UB6",1555,UB6,1058.3333333333333
261,flat,2,2,0.1,"Lordship Lane, London SE22",2250,SE22,1058.3333333333333
262,flat,1,1,0.1,"Marylebone Road, Marylebone, Marylebone NW1",2340,NW1,1058.3333333333333
263,flat,1,1,0.2,"Fulham Road, London SW10",2250,SW10,1058.3333333333333
264,flat,2,1,0.1,"Argo House, 180 Kilburn Park Road, Maida Vale NW6",2200,NW6,1058.3333333333333
265,semi-detached house,3,1,0.1,"Pendula Drive, Yeading, Hayes UB4",1800,UB4,1058.3333333333333
266,flat,1,1,0.2,"13 Ron Leighton Way, East Ham E6",1387,E6,1058.3333333333333
267,end terrace house,4,2,0.3,"West Terrace, Wyncham Avenue, Sidcup DA15",1900,DA15,1058.3333333333333
268,flat,3,2,0.1,"Equipment Works, Walthamstow E17",2796,E17,1058.3333333333333
269,property,2,2,0.1,"Conduit Mews, London W2",4005,W2,848
270,flat,1,1,0.1,"16 Sutton Court Road, Sutton SM1",2002,SM1,1058.3333333333333
271,flat,3,2,0.2,"Rutherford House, 483 Battersea Park Road, London SW11",3000,SW11,1058.3333333333333
272,flat,1,1,0.2,"Station Road, Harrow HA1",1100,HA1,1058.3333333333333
273,flat,2,2,0.2,"Kew Bridge Court, London W4",1945,W4,1058.3333333333333
274,flat,2,1,0.1,"Equipment Works, Walthamstow E17",1855,E17,1058.3333333333333
275,flat,5,4,0.2,"Grove End Road, St Johns Wood NW8",8667,NW8,1058.3333333333333
276,flat,1,2,0.2,"Parson Street, Hendon, London NW4",1650,NW4,1058.3333333333333
277,flat,2,2,0.1,"South Quay Square, London E14",3600,E14,1058.3333333333333
278,terraced house,2,1,0.4,"Douro Street, Bow, London E3",1950,E3,1058.3333333333333
279,flat,2,1,0.1,"Chiswick Village, London W4",1560,W4,1058.3333333333333
280,terraced house,3,1,0.1,"Stevens Avenue, Hackney E9",2600,E9,1058.3333333333333
281,flat,1,1,0.1,"Masson House, Pump House Crescent, Brentford TW8",1600,TW8,1058.3333333333333
282,flat,2,1,0.2,"Streatham High Road, Norbury SW16",1500,SW16,1058.3333333333333
283,flat,2,2,0.1,"Abell House, John Islip Street, Westminster, London SW1P",4550,SW1P,1027
284,,4,3,0.1,"Albion Way, London E6",2600,E6,1514
285,flat,1,1,0.1,"The Broadway, Potters Bar EN6",1195,EN6,474
286,flat,1,1,0.1,"The Broadway, Potters Bar EN6",1195,EN6,474
287,flat,2,1,0.1,"Anerley Road, London SE19",1700,SE19,1058.3333333333333
288,flat,2,2,0.1,"Cricklewood Broadway, London NW2",1700,NW2,527
289,flat,1,1,0.1,"Carolina Road, Thornton Heath, Norbury, Croydon CR7",750,CR7,1058.3333333333333
290,flat,2,1,0.3,"The Gardens, London SE22",1700,SE22,1058.3333333333333
291,flat,2,1,0.1,"Tolcarne Drive, Pinner HA5",1450,HA5,1058.3333333333333
292,mews house,2,2,0.2,"Astwood Mews, South Kensington, London SW7",3792,SW7,1058.3333333333333
293,flat,2,2,0.1,"Tavistock Street, London WC2E",3878,WC2E,1058.3333333333333
294,flat,1,1,0.3,"York Way, King's Cross N7",2383,N7,1058.3333333333333
295,flat,3,4,0.1,"Goldhurst House, London W6",8450,W6,2038
296,flat,1,1,0.0,"Tavern Apartments, Tanners Hill, Deptford, London SE8",1350,SE8,1058.3333333333333
297,flat,2,1,0.1,"Beverley Court, Wellesley Road, Chiswick, London W4",1900,W4,1058.3333333333333
298,flat,2,1,0.1,"Toland Square, Roehampton, London, Greater London SW15",1600,SW15,1058.3333333333333
299,terraced house,2,1,0.1,"Brixham Crescent, Ruislip Manor, Ruislip, Greater London HA4",1400,HA4,1058.3333333333333
300,flat,2,2,0.0,"Linacre Road, London NW2",1650,NW2,1058.3333333333333
301,flat,1,1,0.2,"Peabody Estate, Rosendale Road, London SE24",1295,SE24,1058.3333333333333
302,terraced house,4,2,0.3,"Highlever Road, London W10",5200,W10,1058.3333333333333
303,terraced house,2,1,0.2,"Moorfield Road, Cowley UB8",1450,UB8,1058.3333333333333
304,flat,1,1,0.2,"Queens Road, Twickenham TW1",1300,TW1,1058.3333333333333
